CustomerID,TransactionID,AccountID,TransactionAmount,TransactionDate,TransactionType,Location,DeviceID,IP Address,MerchantID,Channel,TransactionDuration,LoginAttempts,AccountBalance,PreviousTransactionDate
708086958,TX000547,AC00005,420.28,2023-05-17 17:28:25,Debit,Washington,D000677,110.150.1.201,M002,Branch,144,1,8557.32,2024-11-04 08:09:01
708086958,TX000760,AC00005,417.8,2023-06-26 16:21:14,Credit,Philadelphia,D000630,49.31.186.82,M066,Branch,130,1,1518.82,2024-11-04 08:09:17
708086958,TX000944,AC00005,377.92,2023-02-22 17:29:36,Debit,Raleigh,D000360,179.43.245.131,M029,Branch,204,1,2254.71,2024-11-04 08:06:53
708086958,TX001038,AC00005,107.48,2023-12-04 18:01:53,Debit,Omaha,D000221,44.73.3.217,M080,Branch,129,1,591.23,2024-11-04 08:08:11
708086958,TX001792,AC00005,680.76,2023-02-27 16:38:41,Debit,Kansas City,D000035,60.89.202.192,M011,Branch,165,1,572.97,2024-11-04 08:09:04
708086958,TX001971,AC00005,116.89,2023-11-20 16:31:15,Debit,Columbus,D000328,146.250.144.172,M064,Online,226,1,4880.31,2024-11-04 08:06:37
708086958,TX002083,AC00005,359.51,2023-11-30 18:08:39,Debit,Charlotte,D000144,32.169.88.41,M010,Online,157,1,7153.72,2024-11-04 08:12:11
708086958,TX002315,AC00005,162.59,2023-02-22 16:18:32,Debit,Indianapolis,D000401,201.95.180.152,M098,Branch,19,1,7104.83,2024-11-04 08:08:46
708095133,TX000216,AC00006,74.88,2023-05-24 16:25:50,Debit,Atlanta,D000139,161.161.26.115,M026,ATM,202,1,420.67,2024-11-04 08:07:46
708095133,TX000662,AC00006,158.56,2023-02-28 17:28:13,Debit,Sacramento,D000027,218.238.171.184,M087,ATM,100,1,5401.21,2024-11-04 08:10:48
708095133,TX001406,AC00006,611.15,2023-08-11 17:12:30,Debit,Detroit,D000044,51.250.46.149,M009,ATM,121,1,892.83,2024-11-04 08:09:23
708095133,TX001977,AC00006,173.13,2023-10-05 16:46:31,Credit,Atlanta,D000485,5.50.152.168,M044,Online,288,1,1490.34,2024-11-04 08:07:24
708098133,TX000077,AC00007,162.63,2023-06-12 17:53:52,Debit,Kansas City,D000070,60.153.124.80,M060,Online,113,1,634.17,2024-11-04 08:08:22
708098133,TX000839,AC00007,637.75,2023-07-24 16:07:05,Debit,Dallas,D000561,184.57.159.204,M028,Branch,152,1,4202.92,2024-11-04 08:08:51
708098133,TX000977,AC00007,466.64,2023-09-04 16:57:31,Debit,Las Vegas,D000327,131.41.45.13,M082,ATM,11,1,10915.11,2024-11-04 08:09:20
708098133,TX001336,AC00007,90.88,2023-11-20 17:08:33,Debit,Colorado Springs,D000086,175.210.47.87,M071,ATM,284,1,7117.35,2024-11-04 08:10:50
708098133,TX001579,AC00007,137.48,2023-11-27 17:34:33,Debit,Seattle,D000206,66.255.7.16,M058,Branch,47,1,14273.42,2024-11-04 08:08:46
708099183,TX002005,AC00008,76.16,2023-11-21 16:45:29,Debit,San Francisco,D000539,100.128.70.210,M060,ATM,99,1,1072.25,2024-11-04 08:12:04
708099183,TX000279,AC00009,74.85,2023-12-25 17:19:08,Debit,Raleigh,D000526,191.82.103.198,M091,ATM,117,1,2409.73,2024-11-04 08:11:49
708099183,TX000840,AC00009,153.59,2023-05-04 17:43:59,Credit,Portland,D000270,204.120.80.105,M001,Branch,174,1,4813.12,2024-11-04 08:09:43
708099183,TX000868,AC00009,87.38,2023-03-03 18:23:29,Debit,Atlanta,D000356,3.200.166.167,M054,Branch,252,1,1504.99,2024-11-04 08:09:45
708099183,TX002048,AC00009,425.18,2023-02-20 16:16:39,Credit,Fresno,D000270,27.93.195.98,M057,Online,135,1,5790.55,2024-11-04 08:11:26
708099183,TX002512,AC00009,243.08,2023-02-14 16:21:23,Credit,Jacksonville,D000215,59.127.135.25,M041,Online,93,1,131.25,2024-11-04 08:07:49
708100533,TX000096,AC00010,508.68,2023-06-26 16:16:50,Credit,Mesa,D000622,193.108.17.115,M048,Branch,127,1,7708.41,2024-11-04 08:09:32
708100533,TX000180,AC00010,34.17,2023-11-21 16:57:43,Credit,Philadelphia,D000036,177.116.108.246,M091,Online,54,1,726.55,2024-11-04 08:06:29
708100533,TX000202,AC00010,11.18,2023-11-30 16:52:42,Debit,Atlanta,D000129,16.51.235.240,M017,Online,161,1,5956.89,2024-11-04 08:10:20
708100533,TX001168,AC00010,838.57,2023-06-26 16:08:25,Debit,Phoenix,D000430,115.30.82.168,M040,ATM,273,1,14576.47,2024-11-04 08:11:25
708100533,TX001737,AC00010,7.56,2023-02-06 16:38:45,Debit,Milwaukee,D000358,205.45.234.42,M070,ATM,145,1,8528.72,2024-11-04 08:07:19
708100533,TX001760,AC00010,1086.6,2023-05-22 17:40:46,Debit,San Diego,D000428,74.58.165.67,M016,Online,38,1,1605.67,2024-11-04 08:10:48
708100533,TX002367,AC00010,281.91,2023-01-12 17:10:03,Debit,Denver,D000312,24.148.92.177,M069,Branch,269,1,225.53,2024-11-04 08:07:24
708103608,TX000045,AC00011,304.31,2023-07-26 16:52:28,Debit,Louisville,D000685,77.208.193.198,M005,Branch,33,1,868.61,2024-11-04 08:09:53
708103608,TX000098,AC00011,25.36,2023-07-17 17:08:24,Debit,Louisville,D000192,62.152.134.92,M007,ATM,78,1,201.04,2024-11-04 08:11:05
708103608,TX000694,AC00011,733.29,2023-03-15 18:42:16,Debit,Virginia Beach,D000618,16.51.235.240,M032,ATM,94,5,10427.0,2024-11-04 08:07:12
708103608,TX000735,AC00011,117.55,2023-05-19 16:35:07,Debit,Fresno,D000088,4.101.189.38,M046,ATM,35,1,897.94,2024-11-04 08:11:13
708103608,TX001015,AC00011,688.36,2023-06-30 16:31:49,Credit,Memphis,D000235,200.136.146.93,M007,Branch,22,1,5191.13,2024-11-04 08:11:05
708103608,TX001560,AC00011,31.53,2023-12-20 17:15:14,Debit,Kansas City,D000328,37.143.57.20,M095,Online,283,1,874.93,2024-11-04 08:06:33
708103608,TX002023,AC00011,537.86,2023-09-19 16:44:21,Debit,Kansas City,D000159,144.228.168.6,M001,Online,134,1,293.06,2024-11-04 08:09:27
708104658,TX000513,AC00012,8.65,2023-06-05 17:08:37,Debit,Las Vegas,D000309,200.136.146.93,M037,Online,273,1,10778.35,2024-11-04 08:09:03
708104658,TX000728,AC00012,137.49,2023-07-26 16:54:08,Debit,Fort Worth,D000159,42.61.10.112,M040,ATM,50,1,4471.05,2024-11-04 08:07:04
708104658,TX001153,AC00012,590.57,2023-06-28 16:07:37,Debit,Milwaukee,D000540,150.231.20.169,M050,ATM,93,1,3224.6,2024-11-04 08:07:19
708104658,TX001510,AC00012,308.8,2023-12-26 16:08:51,Debit,Baltimore,D000256,65.164.3.100,M018,ATM,41,1,3966.54,2024-11-04 08:09:59
708104658,TX002047,AC00012,94.82,2023-03-21 16:36:30,Credit,Columbus,D000123,175.230.206.232,M011,Branch,56,1,1267.72,2024-11-04 08:12:17
708104658,TX002152,AC00012,927.45,2023-08-07 18:52:42,Debit,Austin,D000210,176.96.83.253,M027,ATM,95,1,1161.84,2024-11-04 08:07:13
708108333,TX000107,AC00013,114.98,2023-11-01 16:52:01,Debit,Seattle,D000182,115.218.48.83,M032,Online,80,1,6144.68,2024-11-04 08:09:24
708108333,TX000576,AC00013,33.46,2023-02-20 16:52:03,Debit,Seattle,D000617,189.248.139.91,M003,ATM,111,1,3641.07,2024-11-04 08:09:12
708108333,TX000578,AC00013,246.27,2023-12-27 16:48:30,Debit,Fresno,D000102,144.91.150.133,M058,Online,141,1,7299.86,2024-11-04 08:10:57
708108333,TX000780,AC00013,138.11,2023-12-11 17:29:02,Credit,Phoenix,D000227,20.147.6.179,M001,Online,104,1,4177.65,2024-11-04 08:07:04
708108333,TX001010,AC00013,75.04,2023-07-27 17:04:46,Debit,El Paso,D000037,52.1.78.30,M056,ATM,178,1,9648.6,2024-11-04 08:07:28
708108333,TX001291,AC00013,427.69,2023-03-28 16:02:03,Debit,Raleigh,D000347,24.148.92.177,M088,ATM,236,1,2443.54,2024-11-04 08:11:53
708108333,TX001980,AC00013,422.81,2023-11-20 16:07:20,Debit,Los Angeles,D000050,77.92.193.22,M036,Branch,193,1,1929.28,2024-11-04 08:10:28
708108333,TX002156,AC00013,172.92,2023-08-28 16:56:05,Debit,Miami,D000519,214.67.148.245,M052,Online,212,1,416.37,2024-11-04 08:08:14
708112008,TX000022,AC00014,85.77,2023-08-11 18:31:31,Debit,Las Vegas,D000268,59.132.247.252,M065,Branch,93,1,9146.19,2024-11-04 08:08:13
708112008,TX000080,AC00014,174.25,2023-07-17 18:54:31,Debit,Seattle,D000375,130.92.201.49,M032,Online,67,1,10528.34,2024-11-04 08:10:29
708112008,TX000375,AC00014,643.22,2023-05-03 17:04:32,Debit,Atlanta,D000248,175.166.115.182,M073,ATM,93,1,1035.86,2024-11-04 08:07:46
708112008,TX000520,AC00014,121.91,2023-06-26 18:39:52,Debit,Chicago,D000264,135.29.211.116,M015,Branch,133,1,14510.8,2024-11-04 08:08:59
708112008,TX000657,AC00014,427.0,2023-07-31 17:04:29,Credit,Oklahoma City,D000629,183.39.94.209,M065,Branch,163,1,8253.65,2024-11-04 08:07:30
708112008,TX000740,AC00014,346.65,2024-01-01 16:17:13,Debit,Washington,D000077,43.98.242.106,M062,Online,60,1,6356.96,2024-11-04 08:06:58
708112008,TX001234,AC00014,605.42,2023-06-13 16:10:27,Debit,Mesa,D000488,25.188.196.47,M085,ATM,33,1,392.34,2024-11-04 08:09:40
708112008,TX002124,AC00014,10.3,2023-12-07 16:59:06,Debit,Fresno,D000494,150.231.20.169,M022,ATM,197,1,7801.32,2024-11-04 08:10:12
708112008,TX002447,AC00014,719.76,2023-03-30 17:50:23,Debit,San Francisco,D000548,161.25.82.11,M038,Branch,190,1,690.52,2024-11-04 08:11:25
708113208,TX001456,AC00015,774.48,2023-03-06 16:12:45,Debit,Louisville,D000233,76.136.92.235,M013,Branch,31,1,11613.58,2024-11-04 08:08:33
708113208,TX001467,AC00015,73.35,2023-03-13 16:33:49,Debit,San Francisco,D000340,9.230.41.239,M093,Branch,47,1,1181.84,2024-11-04 08:09:57
708113208,TX001562,AC00015,250.01,2023-11-06 16:28:15,Debit,Kansas City,D000191,157.47.114.20,M057,ATM,88,1,1541.48,2024-11-04 08:12:10
708113208,TX001620,AC00015,50.9,2023-04-24 16:14:34,Credit,Jacksonville,D000549,131.41.45.13,M089,Online,150,1,1277.7,2024-11-04 08:06:36
708117933,TX001135,AC00016,26.27,2023-03-17 16:22:52,Credit,Portland,D000332,62.27.235.199,M027,Online,177,1,8853.93,2024-11-04 08:10:21
708117933,TX001181,AC00016,50.0,2023-02-24 18:05:12,Credit,Jacksonville,D000309,150.231.20.169,M018,ATM,87,1,185.87,2024-11-04 08:11:22
708117933,TX001542,AC00016,69.96,2023-10-16 17:43:00,Debit,Baltimore,D000397,184.146.10.88,M060,Branch,31,1,164.12,2024-11-04 08:08:13
708117933,TX001592,AC00016,314.52,2023-03-20 17:21:43,Debit,Memphis,D000361,146.69.70.214,M057,ATM,229,1,7071.32,2024-11-04 08:06:44
708117933,TX001969,AC00016,705.34,2023-09-12 18:52:56,Debit,Washington,D000562,63.67.150.226,M026,Online,124,1,5003.22,2024-11-04 08:12:18
708117933,TX002335,AC00016,1105.88,2023-03-06 17:37:32,Debit,Omaha,D000159,41.82.55.163,M047,ATM,36,1,2636.32,2024-11-04 08:11:22
708119658,TX000952,AC00017,492.84,2023-03-01 17:43:22,Debit,Indianapolis,D000514,81.248.235.147,M081,ATM,38,1,577.67,2024-11-04 08:09:23
708119658,TX000971,AC00017,215.39,2023-06-21 16:23:53,Debit,Detroit,D000409,196.121.240.10,M019,ATM,216,1,1582.55,2024-11-04 08:11:13
708119658,TX001337,AC00017,60.11,2023-11-27 17:39:39,Credit,Albuquerque,D000636,8.243.4.138,M067,Branch,122,1,7235.87,2024-11-04 08:08:09
708119658,TX001670,AC00017,261.63,2023-05-29 18:27:43,Debit,Chicago,D000622,77.7.223.184,M018,Branch,150,1,477.03,2024-11-04 08:09:33
708119658,TX001864,AC00017,103.48,2023-01-30 16:04:17,Debit,Baltimore,D000640,1.98.25.114,M095,ATM,33,1,6494.25,2024-11-04 08:09:34
708121908,TX000102,AC00018,98.54,2023-08-11 16:18:46,Credit,El Paso,D000528,34.125.226.63,M095,Online,167,1,9383.43,2024-11-04 08:10:02
708121908,TX001498,AC00018,1228.81,2023-02-20 16:36:36,Debit,San Francisco,D000381,63.191.171.41,M034,ATM,254,1,1821.0,2024-11-04 08:09:05
708121908,TX001802,AC00018,331.32,2023-06-05 17:24:29,Debit,Sacramento,D000334,200.164.13.160,M078,Branch,137,5,13054.54,2024-11-04 08:07:35
708123033,TX000003,AC00019,126.29,2023-07-10 18:16:08,Debit,Mesa,D000235,215.97.143.157,M009,Online,56,1,1122.35,2024-11-04 08:07:04
708123033,TX001683,AC00019,41.13,2023-03-27 17:53:15,Credit,Philadelphia,D000655,109.42.41.157,M030,Branch,58,1,6067.54,2024-11-04 08:10:03
708123033,TX002086,AC00019,291.46,2023-02-08 16:29:56,Debit,Miami,D000665,149.84.108.18,M046,ATM,135,1,7142.53,2024-11-04 08:10:03
708123033,TX002414,AC00019,489.31,2023-04-03 16:34:10,Debit,Louisville,D000293,156.235.3.171,M089,Branch,36,1,5595.22,2024-11-04 08:12:22
708125733,TX000206,AC00020,288.04,2023-08-24 16:47:21,Debit,Denver,D000582,205.69.66.135,M092,ATM,63,1,1748.02,2024-11-04 08:10:00
708125733,TX000404,AC00020,353.82,2023-04-10 17:57:59,Debit,Milwaukee,D000043,72.128.135.172,M035,ATM,143,1,705.75,2024-11-04 08:06:40
708125733,TX001139,AC00020,881.1,2023-11-13 16:46:06,Debit,Phoenix,D000309,87.50.72.69,M093,Branch,16,1,9951.68,2024-11-04 08:08:10
708125733,TX001259,AC00020,603.23,2023-08-24 17:34:13,Debit,Detroit,D000238,38.210.156.148,M017,Branch,48,1,117.98,2024-11-04 08:08:18
708125733,TX001326,AC00020,359.65,2023-01-12 17:58:56,Credit,Jacksonville,D000133,45.64.74.86,M085,Online,289,1,219.53,2024-11-04 08:09:04
708125733,TX001715,AC00020,589.64,2023-09-21 16:05:38,Debit,Charlotte,D000443,187.52.200.18,M050,Online,210,1,2039.4,2024-11-04 08:11:53
708125733,TX001830,AC00020,91.77,2023-03-15 17:39:11,Debit,Omaha,D000504,93.160.83.196,M042,Branch,174,1,9240.73,2024-11-04 08:07:12
708125733,TX002028,AC00020,28.52,2023-06-02 16:54:12,Debit,Detroit,D000700,40.10.25.102,M021,ATM,163,1,662.51,2024-11-04 08:08:28
708125733,TX002170,AC00020,592.24,2023-10-16 16:49:07,Debit,Tucson,D000201,159.37.30.154,M034,ATM,140,1,9817.05,2024-11-04 08:07:20
708128733,TX000382,AC00021,180.24,2023-07-03 17:03:48,Debit,Phoenix,D000106,169.67.220.37,M098,Branch,144,1,8431.23,2024-11-04 08:09:17
708128733,TX000459,AC00021,275.92,2023-09-18 18:47:52,Credit,Nashville,D000315,112.196.12.19,M042,Branch,107,1,1777.38,2024-11-04 08:07:39
708128733,TX001776,AC00021,486.61,2023-11-28 16:17:29,Credit,Sacramento,D000334,152.140.239.181,M047,ATM,130,1,2006.69,2024-11-04 08:06:34
708128733,TX001821,AC00021,263.59,2023-01-23 16:03:04,Debit,Dallas,D000333,150.25.200.56,M052,Branch,16,1,6996.35,2024-11-04 08:12:00
708128733,TX001998,AC00021,1142.83,2023-07-14 17:44:23,Credit,Omaha,D000493,219.98.242.240,M028,Branch,48,1,2467.39,2024-11-04 08:11:26
708128733,TX002112,AC00021,762.74,2023-05-02 17:24:54,Debit,Los Angeles,D000196,8.136.178.116,M053,ATM,244,1,207.1,2024-11-04 08:06:39
708128733,TX002126,AC00021,416.55,2023-05-05 17:31:53,Debit,Oklahoma City,D000430,188.205.152.176,M038,Online,73,1,922.96,2024-11-04 08:07:20
708128733,TX002149,AC00021,734.86,2023-12-08 16:36:30,Credit,Boston,D000198,134.140.85.231,M075,Branch,290,1,6242.03,2024-11-04 08:08:49
708129933,TX000078,AC00022,91.53,2023-03-13 16:32:12,Debit,Milwaukee,D000363,94.37.250.128,M095,Branch,69,1,14676.05,2024-11-04 08:11:36
708129933,TX000584,AC00022,514.33,2023-06-02 16:27:08,Debit,Philadelphia,D000478,218.54.207.160,M017,Branch,160,1,1592.94,2024-11-04 08:12:17
708129933,TX001053,AC00022,168.0,2023-08-24 16:01:40,Credit,Tucson,D000669,72.128.135.172,M053,Branch,11,1,3498.58,2024-11-04 08:12:20
708129933,TX001771,AC00022,1.82,2023-04-13 17:35:38,Debit,San Francisco,D000652,146.250.144.172,M009,Online,60,1,5571.39,2024-11-04 08:09:18
708132783,TX000271,AC00023,196.08,2023-08-25 16:52:28,Debit,San Francisco,D000623,198.73.211.114,M088,Online,98,1,4233.82,2024-11-04 08:06:31
708132783,TX000617,AC00023,254.92,2023-09-18 16:04:06,Credit,San Antonio,D000088,198.24.183.157,M064,ATM,169,1,2791.12,2024-11-04 08:07:18
708132783,TX000670,AC00023,126.22,2023-05-04 16:25:15,Debit,Atlanta,D000094,9.230.41.239,M081,ATM,77,4,6133.41,2024-11-04 08:07:41
708132783,TX001358,AC00023,422.9,2023-02-27 16:15:53,Debit,Tucson,D000237,180.224.54.115,M027,ATM,111,1,7616.43,2024-11-04 08:10:52
708132783,TX001719,AC00023,191.89,2023-06-27 16:37:04,Debit,San Antonio,D000004,42.3.3.101,M041,Branch,14,1,399.57,2024-11-04 08:09:55
708132783,TX001959,AC00023,59.73,2023-05-22 16:38:39,Debit,Fresno,D000681,186.57.149.225,M019,ATM,56,1,800.93,2024-11-04 08:10:10
708134283,TX001041,AC00024,84.89,2023-05-22 17:27:11,Debit,San Jose,D000618,201.113.165.203,M018,ATM,70,1,4735.61,2024-11-04 08:12:16
708134283,TX001308,AC00024,28.78,2023-08-07 16:08:04,Credit,Tucson,D000041,186.135.2.148,M096,Online,51,1,680.55,2024-11-04 08:11:39
708134283,TX001387,AC00024,69.28,2023-10-30 16:36:24,Debit,Los Angeles,D000379,184.4.253.143,M070,Online,129,1,708.74,2024-11-04 08:11:01
708134283,TX001471,AC00024,820.46,2023-04-03 16:22:48,Credit,Fort Worth,D000185,89.21.156.229,M041,Online,243,1,5621.86,2024-11-04 08:10:23
708134283,TX002214,AC00024,423.53,2023-08-10 17:08:52,Credit,Kansas City,D000239,32.71.250.58,M025,Branch,81,1,5453.4,2024-11-04 08:07:23
708136908,TX001064,AC00025,65.26,2023-12-08 17:05:35,Debit,Sacramento,D000489,77.208.193.198,M026,Branch,72,1,7380.63,2024-11-04 08:10:54
708136908,TX001807,AC00025,350.11,2023-03-13 17:10:34,Credit,Raleigh,D000510,24.181.236.233,M050,Online,178,1,4639.04,2024-11-04 08:08:12
708139833,TX000240,AC00026,66.5,2023-05-04 16:44:56,Credit,Louisville,D000419,13.88.251.53,M098,Online,144,1,6820.23,2024-11-04 08:08:06
708139833,TX000283,AC00026,329.69,2023-01-09 16:54:30,Credit,San Antonio,D000278,146.69.70.214,M088,Online,66,1,1671.66,2024-11-04 08:09:49
708139833,TX000638,AC00026,90.88,2023-02-20 16:48:49,Debit,Albuquerque,D000449,196.244.194.198,M071,Branch,176,1,3908.47,2024-11-04 08:07:13
708139833,TX000698,AC00026,278.27,2023-04-10 16:47:55,Debit,Tucson,D000141,87.234.36.48,M027,Branch,123,1,6684.34,2024-11-04 08:09:58
708139833,TX001513,AC00026,147.46,2023-10-12 16:58:25,Credit,Albuquerque,D000380,78.69.172.205,M071,Online,205,1,7458.03,2024-11-04 08:11:31
708139833,TX001927,AC00026,39.31,2023-10-30 17:24:55,Debit,Portland,D000394,203.197.235.35,M053,Online,178,1,1236.38,2024-11-04 08:06:47
708145908,TX000791,AC00027,262.06,2023-09-11 16:09:15,Debit,Oklahoma City,D000408,44.73.3.217,M029,Branch,118,1,13587.52,2024-11-04 08:10:23
708145908,TX001258,AC00027,18.46,2023-11-20 16:29:14,Debit,Charlotte,D000133,166.41.54.117,M032,Branch,213,1,6381.6,2024-11-04 08:10:17
708145908,TX002377,AC00027,277.02,2023-11-13 16:16:48,Credit,Denver,D000561,65.149.11.248,M042,ATM,227,1,8586.38,2024-11-04 08:09:56
708147108,TX001438,AC00028,107.48,2023-02-07 17:38:18,Debit,Los Angeles,D000624,120.32.147.210,M058,Branch,103,1,1379.39,2024-11-04 08:12:07
708147108,TX001580,AC00028,398.36,2023-06-27 16:52:00,Debit,Columbus,D000022,80.58.55.129,M006,ATM,56,1,1863.7,2024-11-04 08:09:08
708147108,TX002415,AC00028,1664.33,2023-09-25 17:11:19,Debit,San Antonio,D000072,116.106.207.139,M064,Branch,65,1,1588.31,2024-11-04 08:07:07
708148158,TX000350,AC00029,11.18,2023-02-27 16:39:28,Debit,Miami,D000609,176.96.83.253,M035,ATM,144,1,7467.3,2024-11-04 08:10:57
708148158,TX000411,AC00029,390.35,2023-09-26 18:36:46,Credit,Omaha,D000274,101.223.82.253,M019,ATM,61,1,7095.88,2024-11-04 08:10:01
708148158,TX000772,AC00029,101.19,2023-11-29 18:38:41,Credit,Denver,D000524,80.155.14.197,M033,Online,75,1,14389.45,2024-11-04 08:09:44
708148158,TX001220,AC00029,129.48,2023-02-06 16:30:43,Debit,Seattle,D000315,106.244.1.47,M001,ATM,179,1,7581.7,2024-11-04 08:10:43
708148158,TX001860,AC00029,116.97,2023-07-12 16:52:54,Debit,Oklahoma City,D000054,23.92.205.75,M041,ATM,299,1,729.7,2024-11-04 08:08:24
708148158,TX002087,AC00029,1192.95,2023-12-04 18:30:00,Debit,Las Vegas,D000227,71.93.189.160,M068,Branch,73,1,325.15,2024-11-04 08:08:01
708151008,TX000560,AC00030,356.1,2023-10-25 16:13:39,Credit,Fort Worth,D000441,167.164.55.0,M043,Branch,187,1,868.35,2024-11-04 08:11:02
708151008,TX000702,AC00030,211.1,2023-09-14 16:58:48,Debit,Miami,D000653,19.228.76.177,M070,Branch,136,1,7059.77,2024-11-04 08:07:01
708151008,TX000781,AC00030,456.93,2023-09-26 16:18:33,Credit,Virginia Beach,D000587,214.67.148.245,M006,Branch,193,1,7284.76,2024-11-04 08:09:29
708151008,TX001347,AC00030,520.86,2023-03-20 16:29:02,Credit,Sacramento,D000309,179.132.235.182,M017,Online,66,1,9200.74,2024-11-04 08:08:47
708151008,TX001474,AC00030,384.41,2023-04-17 16:53:29,Debit,Jacksonville,D000289,168.55.199.214,M093,ATM,65,1,7831.56,2024-11-04 08:10:13
708151008,TX001616,AC00030,363.84,2023-10-19 17:41:40,Debit,Columbus,D000069,26.240.219.199,M048,Online,118,3,5415.64,2024-11-04 08:09:37
708151008,TX001785,AC00030,251.4,2023-07-05 16:52:09,Debit,Tucson,D000502,189.20.224.220,M023,ATM,178,1,2561.67,2024-11-04 08:11:03
708151008,TX001920,AC00030,76.89,2023-05-10 17:49:57,Debit,Chicago,D000671,199.103.32.145,M011,ATM,132,1,7374.26,2024-11-04 08:10:31
708151008,TX002498,AC00030,348.17,2023-05-10 17:56:31,Debit,El Paso,D000269,82.51.236.134,M072,ATM,181,1,1887.84,2024-11-04 08:11:06
708152358,TX000643,AC00032,467.13,2023-09-28 17:18:26,Credit,Kansas City,D000025,162.151.179.167,M096,Branch,45,1,3914.84,2024-11-04 08:06:58
708152358,TX000754,AC00032,1020.73,2023-07-24 16:42:06,Debit,Fort Worth,D000676,166.79.195.157,M087,ATM,87,1,1119.61,2024-11-04 08:11:32
